userId,recommendations
311,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
312,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
313,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
314,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
315,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
316,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
317,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
318,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
319,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
320,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
321,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
322,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
323,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
324,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
325,"['Land and Freedom (Tierra y libertad) (1995)', ""Schindler's List (1993)"", 'Walking Dead, The (1995)', 'Before the Rain (Pred dozhdot) (1994)', 'Misérables, Les (1995)']"
326,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
327,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
328,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
329,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
330,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
331,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
332,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
333,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
334,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
335,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
336,"['Postman, The (Postino, Il) (1994)', 'Something to Talk About (1995)', 'Mighty Aphrodite (1995)', 'American President, The (1995)', 'Beautiful Girls (1996)']"
337,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
338,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
339,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
340,"[""Dead Men Don't Wear Plaid (1982)"", 'Snatch (2000)', 'Man Who Knew Too Little, The (1997)', 'Goodbye Lover (1999)', 'Lock, Stock & Two Smoking Barrels (1998)']"
341,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
342,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
343,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
344,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
345,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
346,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
347,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
348,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
349,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
350,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
351,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
352,"['Miracle Mile (1989)', 'Solaris (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Youth Without Youth (2007)', 'Forever Young (1992)']"
353,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
354,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
355,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
356,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
357,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
358,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
359,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
360,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
361,"[""Man Bites Dog (C'est arrivé près de chez vous) (1992)"", 'Freeway (1996)', 'Beautiful Creatures (2000)', 'Confessions of a Dangerous Mind (2002)', 'Fargo (1996)']"
362,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
363,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
364,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
365,"['Commitments, The (1991)', 'Going My Way (1944)', 'Topsy-Turvy (1999)', 'Truman Show, The (1998)', 'For the Boys (1991)']"
366,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
367,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
368,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
369,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
370,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
371,"['Catwalk (1996)', 'Man of the Year (1995)', 'Anne Frank Remembered (1995)', 'Heidi Fleiss: Hollywood Madam (1995)', ""Jupiter's Wife (1994)""]"
372,"['Striptease (1996)', 'Thin Man, The (1934)', 'Fish Called Wanda, A (1988)', 'Carpool (1996)', 'Some Like It Hot (1959)']"
373,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
374,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
375,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
376,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
377,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
378,"['Hobbit: The Desolation of Smaug, The (2013)', 'Alice in Wonderland (2010)', 'Harry Potter and the Goblet of Fire (2005)', 'Jack the Giant Slayer (2013)', 'Hobbit: An Unexpected Journey, The (2012)']"
379,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
380,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
381,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
382,"['Children of Dune (2003)', 'Ghostbusters II (1989)', 'League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)', 'Weird Science (1985)', 'Visitors, The (Visiteurs, Les) (1993)']"
383,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
384,"['Shall We Dance (1937)', 'Victor/Victoria (1982)', 'Everyone Says I Love You (1996)', 'Top Hat (1935)', 'Gay Divorcee, The (1934)']"
385,"[""We're Back! A Dinosaur's Story (1993)"", 'Black Cauldron, The (1985)', 'Epic (2013)', 'Lord of the Rings, The (1978)', 'Light Years (Gandahar) (1988)']"
386,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
387,"['Miracle Mile (1989)', 'Solaris (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Youth Without Youth (2007)', 'Forever Young (1992)']"
388,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
389,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
390,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
391,"['Friday (1995)', 'Bio-Dome (1996)', 'Ace Ventura: When Nature Calls (1995)', 'Black Sheep (1996)', 'Four Rooms (1995)']"
392,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
393,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
394,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
395,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
396,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
397,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
398,"['Space Jam (1996)', 'Planet 51 (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'Home (2015)']"
399,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
400,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
401,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
402,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
403,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
404,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
405,"['Space Jam (1996)', 'Planet 51 (2009)', 'Meet the Robinsons (2007)', 'Chicken Little (2005)', 'Home (2015)']"
406,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
407,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
408,"['Librarian: Quest for the Spear, The (2004)', 'Jewel of the Nile, The (1985)', 'Last Action Hero (1993)', 'Three Musketeers, The (1993)', 'Romancing the Stone (1984)']"
409,"['Boot, Das (Boat, The) (1981)', 'Apocalypse Now (1979)', 'All Quiet on the Western Front (1930)', 'Saving Private Ryan (1998)', 'Thin Red Line, The (1998)']"
410,"['Blood Diamond (2006)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Hackers (1995)', 'Crossing Guard, The (1995)', 'Getaway, The (1994)']"
411,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
412,"['Miracle Mile (1989)', 'Solaris (2002)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Youth Without Youth (2007)', 'Forever Young (1992)']"
413,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
414,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
415,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
416,"['Ben-Hur (1959)', 'Poseidon Adventure, The (1972)', 'Man in the Iron Mask, The (1998)', 'Emerald Forest, The (1985)', 'Seven Samurai (Shichinin no samurai) (1954)']"
417,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
418,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
419,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
420,"['Rififi (Du rififi chez les hommes) (1955)', 'This Gun for Hire (1942)', 'Devil in a Blue Dress (1995)', 'M (1931)', ""Miller's Crossing (1990)""]"
421,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
422,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
423,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
424,"['Children of Dune (2003)', 'Ghostbusters II (1989)', 'League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)', 'Weird Science (1985)', 'Visitors, The (Visiteurs, Les) (1993)']"
425,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
426,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
427,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
428,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
429,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
430,"['Following (1998)', 'Reservoir Dogs (1992)', 'Dial M for Murder (1954)', 'Basic Instinct (1992)', 'Switchback (1997)']"
431,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
432,"['Underneath (1995)', 'Rear Window (1954)', 'True Crime (1996)', 'Absolute Power (1997)', 'Just Cause (1995)']"
433,"['French Twist (Gazon maudit) (1995)', 'Clueless (1995)', 'Sabrina (1995)', 'If Lucy Fell (1996)', 'Two if by Sea (1996)']"
434,"['Phantom, The (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Ghost and the Darkness, The (1996)', 'Indiana Jones and the Last Crusade (1989)', 'Fled (1996)']"
435,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
436,"['Guns of Navarone, The (1961)', ""Von Ryan's Express (1965)"", 'Captain Horatio Hornblower R.N. (1951)', 'Empire of the Sun (1987)', 'Big Red One, The (1980)']"
437,"['Rugrats Movie, The (1998)', 'Chicken Run (2000)', 'Fantastic Mr. Fox (2009)', 'Despicable Me (2010)', 'Wallace & Gromit: A Close Shave (1995)']"
438,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
439,"['Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Face/Off (1997)', 'Killer, The (Die xue shuang xiong) (1989)', 'Clear and Present Danger (1994)', 'Last Man Standing (1996)']"
440,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
441,"['High Noon (1952)', 'Unforgiven (1992)', 'McCabe & Mrs. Miller (1971)', 'Searchers, The (1956)', 'Cimarron (1931)']"
442,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
443,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
444,"['Bad Company (1995)', 'Dead Presidents (1995)', 'Fast Five (Fast and the Furious 5, The) (2011)', 'Faster Pussycat! Kill! Kill! (1965)', 'Need for Speed (2014)']"
445,"['Demolition Man (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Stargate (1994)']"
446,"['Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Excalibur (1981)', 'Sinbad and the Eye of the Tiger (1977)', 'Lord of the Rings: The Two Towers, The (2002)', 'Harry Potter and the Chamber of Secrets (2002)']"
447,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
448,"['And Starring Pancho Villa as Himself (2003)', ""Kelly's Heroes (1970)"", 'Hot Shots! (1991)', 'Operation Dumbo Drop (1995)', 'Operation Petticoat (1959)']"
449,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
450,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
451,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
452,"['Toy Story 2 (1999)', 'Monsters, Inc. (2001)', 'Antz (1998)', ""Emperor's New Groove, The (2000)"", 'Adventures of Rocky and Bullwinkle, The (2000)']"
453,"['Phantom, The (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Ghost and the Darkness, The (1996)', 'Indiana Jones and the Last Crusade (1989)', 'Fled (1996)']"
454,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
455,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
456,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
457,"[""Young Poisoner's Handbook, The (1995)"", 'Hate (Haine, La) (1995)', 'Dead Man Walking (1995)', 'Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)', 'Heavenly Creatures (1994)']"
458,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
459,"['Bananas (1971)', ""McHale's Navy (1997)"", 'In the Army Now (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Stripes (1981)']"
460,"['War, The (1994)', 'Lawrence of Arabia (1962)', 'Bridge on the River Kwai, The (1957)', 'Master and Commander: The Far Side of the World (2003)', 'Seven Years in Tibet (1997)']"
461,"['Othello (1995)', 'Dangerous Minds (1995)', 'Restoration (1995)', 'Georgia (1995)', 'Cry, the Beloved Country (1995)']"
462,"['Bed of Roses (1996)', 'Persuasion (1995)', 'When Night Is Falling (1995)', 'Leaving Las Vegas (1995)', 'How to Make an American Quilt (1995)']"
463,"['Psycho (1998)', 'Last House on the Left, The (1972)', 'Henry: Portrait of a Serial Killer (1986)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)', 'Cure (1997)']"
464,"['Dogma (1999)', 'Erik the Viking (1989)', 'Adventures of Baron Munchausen, The (1988)', 'Hook (1991)', 'Black Knight (2001)']"
